NUTS3,CODE
'NL127','8923
'NL221','7339
'NL32B','1026
'NL226','6691
'NL225','6941
'NL327','1412
'NL341','4587
'NL115','9718
'NL422','6019
'NL131','9321
'NL221','7335
'NL414','5761
'NL32B','1022
'NL341','4588
'NL342','4301
'NL363','2342
'NL32B','1025
'NL127','9055
'NL221','7333
'NL127','9072
'NL224','4196
'NL32B','1023
'NL224','4054
'NL411','4837
'NL365','2731
'NL127','9077
'NL32B','1021
'NL411','4834
'NL366','3123
'NL127','9073
'NL363','2481
'NL224','4197
'NL127','9078
'NL363','2341
'NL224','4191
'NL366','3122
'NL422','6015
'NL342','4441
'NL411','4838
'NL131','9467
'NL131','9468
'NL221','7334
'NL127','9071
'NL341','4586
'NL224','4051
'NL225','7084
'NL225','7083
'NL127','9076
'NL224','4194
'NL115','9717
'NL411','4836
'NL366','3125
'NL415','4836
'NL32B','1024
'NL363','2735
'NL225','6942
'NL127','9075
'NL342','4444
'NL32B','1165
'NL422','6017
'NL366','3124
'NL342','4443
'NL341','4589
'NL127','9074
'NL221','7336
'NL414','5763
'NL131','9305
'NL127','9079
'NL411','4839
'NL115','9715
'NL115','9711
'NL211','8146
'NL365','2871
'NL213','7475
'NL327','1411
'NL366','3121
'NL32B','1161
'NL131','9466
'NL213','7478
'NL365','2872
'NL350','3515
'NL221','7332
'NL341','4585
'NL211','8147
'NL211','8148
'NL411','4835
'NL221','7331
'NL366','3265
'NL115','9716
'NL350','3514
'NL422','6014
'NL422','6011
'NL323','1948
'NL131','9464
'NL341','4583
'NL366','3267
'NL131','9465
'NL225','7081
'NL341','4584
'NL422','6012
'NL115','9714
'NL131','9469
'NL131','9463
'NL422','6013
'NL328','1934
'NL226','6536
'NL211','8271
'NL414','5629
'NL416','5233
'NL128','8521
'NL127','8916
'NL423','6411
'NL127','8918
'NL321','1681
'NL350','3521
'NL328','1931
'NL366','3271
'NL423','6286
'NL115','9843
'NL128','8524
'NL226','6535
'NL350','3643
'NL423','6412
'NL115','9982
'NL115','9989
'NL321','1683
'NL128','8528
'NL416','5237
'NL423','6161
'NL416','5235
'NL211','8274
'NL414','5627
'NL416','5231
'NL127','8917
'NL132','7876
'NL127','8915
'NL128','8523
'NL114','9591
'NL132','7852
'NL115','9984
'NL211','8276
'NL132','7871
'NL416','5234
'NL115','9983
'NL132','7875
'NL132','7873
'NL423','6285
'NL226','6537
'NL416','5236
'NL423','6162
'NL127','8914
'NL226','6534
'NL132','7874
'NL115','9981
'NL321','1682
'NL423','6141
'NL115','9986
'NL115','9985
'NL127','8919
'NL128','8525
'NL128','8522
'NL423','6287
'NL321','1684
'NL211','8275
'NL115','9841
'NL127','8911
'NL363','2343
'NL414','5622
'NL421','5768
'NL416','5373
'NL414','5623
'NL363','2202
'NL127','8913
'NL350','3912
'NL363','2203
'NL131','9307
'NL342','4306
'NL350','3911
'NL414','5628
'NL32B','1028
'NL127','9057
'NL416','5371
'NL414','5621
'NL342','4307
'NL363','2201
'NL131','9304
'NL131','9306
'NL416','5232
'NL32B','1027
'NL342','4305
'NL421','5766
'NL414','5764
'NL127','9056
'NL416','5374
'NL414','5624
'NL414','5626
'NL127','9054
'NL342','4303
'NL226','6551
'NL127','8912
'NL224','4053
'NL342','4308
'NL414','5625
'NL342','4302
'NL416','5375
'NL132','7872
'NL363','2204
'NL366','3117
'NL327','1403
'NL224','4182
'NL127','9063
'NL361','2722
'NL414','5751
'NL422','6005
'NL366','3112
'NL327','1402
'NL422','6004
'NL327','1401
'NL221','7323
'NL366','3111
'NL213','7468
'NL221','7321
'NL366','3114
'NL225','7076
'NL221','7326
'NL365','2471
'NL365','2865
'NL221','7325
'NL327','1404
'NL342','4433
'NL32B','1153
'NL411','4823
'NL342','4431
'NL366','3257
'NL225','7071
'NL422','6002
'NL365','2861
'NL411','4825
'NL366','3258
'NL411','4826
'NL341','4576
'NL127','9064
'NL131','9455
'NL221','7322
'NL422','6006
'NL341','4574
'NL366','3255
'NL224','4181
'NL366','3115
'NL32B','1154
'NL127','9062
'NL127','9061
'NL411','4824
'NL213','7467
'NL327','1405
'NL131','9313
'NL131','9459
'NL32B','1151
'NL422','6001
'NL131','9311
'NL225','7075
'NL411','4827
'NL131','9456
'NL131','9314
'NL361','2723
'NL366','3113
'NL341','4575
'NL131','9454
'NL131','9312
'NL131','9457
'NL213','7466
'NL131','9458
'NL132','7859
'NL226','6538
'NL416','5216
'NL350','3645
'NL128','8526
'NL213','7461
'NL321','1687
'NL131','9451
'NL325','1541
'NL366','3251
'NL211','7711
'NL366','3253
'NL211','7715
'NL411','4822
'NL366','3256
'NL423','6142
'NL321','1689
'NL213','7463
'NL132','7854
'NL321','1685
'NL213','7462
'NL211','8278
'NL132','7858
'NL212','8131
'NL115','9842
'NL132','7856
'NL328','1935
'NL115','9845
'NL350','3648
'NL341','4571
'NL131','9452
'NL115','9988
'NL128','8527
'NL423','6289
'NL325','1544
'NL423','6143
'NL350','3646
'NL321','1686
'NL128','8529
'NL115','9844
'NL422','6003
'NL365','3648
'NL321','1688
'NL366','3252
'NL132','7853
'NL132','7855
'NL211','8277
'NL325','1546
'NL131','9453
'NL350','3901
'NL414','5614
'NL226','6543
'NL323','2082
'NL32B','1017
'NL416','5361
'NL361','2728
'NL414','5611
'NL224','4041
'NL363','2334
'NL414','5613
'NL32B','1019
'NL221','3792
'NL226','6685
'NL226','6541
'NL32B','1018
'NL127','9047
'NL328','1723
'NL32B','1473
'NL416','5368
'NL423','6294
'NL363','2332
'NL361','2729
'NL414','5757
'NL32B','1013
'NL423','6291
'NL32B','1475
'NL414','5615
'NL414','5756
'NL363','2331
'NL363','2333
'NL226','6687
'NL32B','1016
'NL226','6932
'NL414','5758
'NL414','5612
'NL350','3791
'NL221','3794
'NL342','4438
'NL328','1724
'NL226','6681
'NL32B','1474
'NL226','6684
'NL321','1724
'NL226','6686
'NL416','5364
'NL127','9045
'NL226','6931
'NL414','5759
'NL32B','1015
'NL416','5363
'NL365','3651
'NL226','6544
'NL414','5753
'NL32B','1014
'NL366','3119
'NL131','9439
'NL32B','1156
'NL361','2725
'NL221','7327
'NL366','3118
'NL32B','1012
'NL414','5752
'NL342','4437
'NL361','2726
'NL127','9041
'NL32B','1011
'NL221','7328
'NL342','4436
'NL225','7077
'NL224','4184
'NL342','4434
'NL361','2724
'NL221','7324
'NL327','1406
'NL131','9437
'NL342','4435
'NL224','4185
'NL225','7078
'NL361','2727
'NL414','5754
'NL366','3116
'NL221','7329
'NL131','9438
'NL224','4043
'NL127','9044
'NL361','2721
'NL131','9315
'NL127','9043
'NL364','4223
'NL211','8265
'NL414','5684
'NL361','2263
'NL342','4365
'NL366','2905
'NL230','1336
'NL411','4615
'NL230','1339
'NL364','4221
'NL366','2903
'NL115','9832
'NL361','2261
'NL421','5932
'NL115','9831
'NL226','6862
'NL115','9977
'NL230','1338
'NL361','2511
'NL421','5935
'NL225','7113
'NL361','2514
'NL366','2909
'NL115','9978
'NL366','2907
'NL212','8121
'NL128','8516
'NL361','2513
'NL350','3971
'NL411','4617
'NL366','2906
'NL114','9581
'NL211','8262
'NL366','2902
'NL32B','1087
'NL115','9975
'NL342','4364
'NL411','4614
'NL414','5682
'NL211','8266
'NL366','2652
'NL211','8261
'NL128','8514
'NL366','2904
'NL211','8264
'NL226','6861
'NL366','2901
'NL414','5683
'NL128','8511
'NL115','9976
'NL211','8267
'NL414','5685
'NL411','4616
'NL128','8515
'NL361','2264
'NL366','2651
'NL32B','1086
'NL128','8513
'NL361','2262
'NL114','9584
'NL128','8517
'NL225','7255
'NL230','1333
'NL132','7861
'NL414','5616
'NL416','5366
'NL350','3903
'NL423','6295
'NL32B','1082
'NL115','9971
'NL230','1335
'NL350','3904
'NL416','5224
'NL132','7863
'NL416','5221
'NL350','3902
'NL416','5223
'NL128','8651
'NL32B','1083
'NL225','7256
'NL32B','1477
'NL32B','1081
'NL226','6545
'NL230','1331
'NL416','5367
'NL115','9974
'NL226','6542
'NL365','3652
'NL414','5617
'NL230','1332
'NL211','8263
'NL366','3047
'NL230','1334
'NL32B','1476
'NL416','5222
'NL128','8658
'NL115','9972
'NL115','9973
'NL366','3046
'NL128','8512
'NL365','3653
'NL133','7902
'NL423','6333
'NL350','3836
'NL366','3051
'NL361','2518
'NL127','9051
'NL416','5401
'NL416','5151
'NL226','6869
'NL350','3832
'NL416','5403
'NL328','1873
'NL350','3582
'NL131','9448
'NL422','6085
'NL350','3442
'NL366','3192
'NL422','6083
'NL328','1871
'NL211','7794
'NL415','5012
'NL416','5408
'NL416','5158
'NL416','5152
'NL366','3052
'NL416','5298
'NL350','3581
'NL131','9301
'NL416','5402
'NL350','3831
'NL131','9447
'NL131','9302
'NL32B','1482
'NL131','9446
'NL212','8107
'NL350','3441
'NL366','3191
'NL321','1731
'NL350','3584
'NL350','3834
'NL416','5156
'NL416','5406
'NL415','5011
'NL127','9031
'NL416','5154
'NL350','3583
'NL350','3833
'NL350','3835
'NL131','9445
'NL416','5404
'NL422','6082
'NL350','3585
'NL211','7793
'NL212','8106
'NL211','7791
'NL127','9175
'NL211','7795
'NL127','9177
'NL211','7792
'NL416','5405
'NL131','9449
'NL422','6081
'NL416','5157
'NL32B','1481
'NL211','7796
'NL127','9174
'NL127','9053
'NL131','9443
'NL414','5541
'NL361','2512
'NL350','3972
'NL226','6865
'NL212','8124
'NL221','6721
'NL423','6471
'NL361','2517
'NL361','2267
'NL361','2266
'NL366','2908
'NL131','9442
'NL416','5293
'NL416','5291
'NL361','2516
'NL364','4225
'NL131','9444
'NL414','5688
'NL361','2265
'NL414','5689
'NL115','9833
'NL115','9979
'NL361','2515
'NL32A','2121
'NL225','7115
'NL416','5294
'NL226','6866
'NL131','9441
'NL416','5292
'NL225','7119
'NL114','9585
'NL416','5296
'NL363','2121
'NL225','7241
'NL421','5944
'NL230','1324
'NL32B','1074
'NL366','3037
'NL213','7514
'NL342','4371
'NL127','9038
'NL126','8391
'NL411','4621
'NL366','3035
'NL411','4623
'NL366','3039
'NL126','8393
'NL32B','1071
'NL421','5941
'NL230','1321
'NL414','5691
'NL411','4625
'NL342','4353
'NL414','5694
'NL321','1716
'NL414','5692
'NL128','8642
'NL32B','1072
'NL225','7245
'NL342','4373
'NL321','1718
'NL225','7261
'NL366','3034
'NL411','4765
'NL32B','1464
'NL225','7263
'NL126','8392
'NL213','7511
'NL213','7513
'NL366','3036
'NL366','3038
'NL133','7907
'NL321','1713
'NL225','7121
'NL342','4374
'NL225','7242
'NL133','7909
'NL126','8395
'NL321','1715
'NL115','9961
'NL230','1322
'NL32B','1463
'NL411','4622
'NL366','3199
'NL128','8641
'NL411','4624
'NL350','3449
'NL366','3033
'NL213','7638
'NL32B','1462
'NL350','3448
'NL32B','1075
'NL128','8644
'NL127','9036
'NL350','3443
'NL211','7797
'NL213','7651
'NL321','1733
'NL366','3054
'NL366','3193
'NL422','6086
'NL411','4761
'NL350','3446
'NL133','7905
'NL415','5018
'NL366','3198
'NL328','1483
'NL321','1736
'NL350','3445
'NL366','3056
'NL133','7903
'NL127','9034
'NL366','3194
'NL127','9176
'NL423','6336
'NL415','5014
'NL133','7901
'NL366','3053
'NL366','3195
'NL211','7798
'NL422','6088
'NL416','5409
'NL321','1711
'NL350','3444
'NL328','1484
'NL415','5013
'NL411','4762
'NL127','9035
'NL415','5015
'NL133','7904
'NL321','1735
'NL32B','1461
'NL411','4766
'NL366','3197
'NL366','3055
'NL350','3447
'NL133','7908
'NL328','1485
'NL133','7906
'NL415','5017
'NL127','9037
'NL213','7512
'NL127','9032
'NL321','1732
'NL422','6089
'NL127','9033
'NL127','9178
'NL328','1486
'NL366','3196
'NL321','1734
'NL226','6852
'NL230','8256
'NL230','8252
'NL230','1328
'NL32B','1078
'NL225','7103
'NL226','6994
'NL115','9967
'NL365','2396
'NL32B','1077
'NL230','8255
'NL421','5924
'NL226','6851
'NL225','7102
'NL230','1327
'NL414','5673
'NL32B','1079
'NL363','2252
'NL421','5923
'NL115','9825
'NL225','6998
'NL128','8506
'NL342','4356
'NL414','5671
'NL416','5281
'NL224','4214
'NL421','5925
'NL225','7107
'NL421','5921
'NL128','8505
'NL225','6997
'NL212','8111
'NL342','4357
'NL224','4211
'NL421','5922
'NL414','5672
'NL115','9822
'NL115','9964
'NL225','7101
'NL414','5531
'NL361','2642
'NL414','5674
'NL364','4213
'NL115','9968
'NL225','7104
'NL421','5926
'NL361','2643
'NL132','9571
'NL363','2251
'NL361','2645
'NL363','2253
'NL128','8507
'NL225','6999
'NL128','8502
'NL115','9821
'NL225','6996
'NL115','9969
'NL224','4212
'NL225','7105
'NL132','9573
'NL225','7108
'NL212','8112
'NL126','8398
'NL115','9966
'NL230','8253
'NL32B','1073
'NL128','8501
'NL230','8251
'NL225','7244
'NL230','1323
'NL361','2641
'NL365','2391
'NL32B','1076
'NL230','1326
'NL342','4354
'NL226','6991
'NL230','8254
'NL365','2394
'NL230','1325
'NL321','1719
'NL342','4351
'NL126','8394
'NL115','9962
'NL213','7637
'NL115','9963
'NL342','4352
'NL421','5943
'NL128','8647
'NL115','9965
'NL128','8503
'NL126','8397
'NL126','8396
'NL230','1329
'NL350','3828
'NL350','3432
'NL423','6325
'NL328','1722
'NL366','3043
'NL126','8433
'NL422','6075
'NL422','6071
'NL350','3824
'NL415','5144
'NL32A','2116
'NL350','3431
'NL366','3181
'NL328','1721
'NL32B','1471
'NL221','7391
'NL350','3825
'NL221','6718
'NL211','7788
'NL213','7641
'NL423','6468
'NL115','9752
'NL126','8431
'NL415','5146
'NL423','6466
'NL221','6716
'NL221','8181
'NL350','3826
'NL328','1861
'NL221','6717
'NL423','6321
'NL415','5145
'NL211','7783
'NL115','9891
'NL350','3823
'NL128','8574
'NL411','4891
'NL423','6469
'NL350','3573
'NL115','9892
'NL366','3041
'NL350','3829
'NL126','8434
'NL350','3433
'NL211','7782
'NL423','6467
'NL221','7392
'NL211','7787
'NL126','8432
'NL211','7784
'NL115','9893
'NL211','7785
'NL422','6074
'NL328','1865
'NL350','3961
'NL32A','2111
'NL416','5282
'NL131','9431
'NL221','6713
'NL423','6463
'NL415','5141
'NL350','3572
'NL32A','2114
'NL423','6465
'NL350','3822
'NL131','9432
'NL350','3962
'NL415','5142
'NL115','9827
'NL421','5927
'NL131','9436
'NL115','9828
'NL423','6462
'NL328','1862
'NL423','6464
'NL416','5283
'NL423','6461
'NL225','7109
'NL128','8822
'NL221','6711
'NL221','6712
'NL128','8572
'NL350','3571
'NL221','6714
'NL363','2254
'NL115','9824
'NL211','7781
'NL131','9435
'NL225','7106
'NL421','5928
'NL132','9574
'NL415','5143
'NL128','8823
'NL128','8573
'NL131','9434
'NL131','9433
'NL414','5534
'NL221','6715
'NL128','8508
'NL350','3821
'NL115','9615
'NL126','9223
'NL213','7627
'NL342','4484
'NL32B','1064
'NL366','3022
'NL365','2771
'NL328','1701
'NL115','9363
'NL32B','1454
'NL411','4613
'NL115','9614
'NL366','3024
'NL411','4758
'NL115','9617
'NL230','1311
'NL366','3027
'NL32B','1061
'NL32B','1063
'NL115','9611
'NL328','1703
'NL411','4759
'NL213','7625
'NL115','9366
'NL414','5681
'NL225','7234
'NL366','3026
'NL328','1705
'NL411','4756
'NL411','4611
'NL225','7232
'NL350','3438
'NL32B','1452
'NL342','4361
'NL328','1702
'NL366','3023
'NL211','8043
'NL225','7399
'NL421','5931
'NL350','3417
'NL342','4485
'NL115','9616
'NL411','4735
'NL411','4612
'NL325','1456
'NL366','3028
'NL32B','1060
'NL423','6307
'NL366','3025
'NL328','1706
'NL225','7231
'NL115','9613
'NL115','9364
'NL328','1704
'NL115','9361
'NL342','4363
'NL115','9365
'NL211','8045
'NL213','7626
'NL342','4486
'NL350','3437
'NL115','9751
'NL366','3042
'NL211','8042
'NL133','8438
'NL366','3044
'NL350','3436
'NL225','7251
'NL115','9756
'NL328','1846
'NL350','3435
'NL115','9753
'NL32B','1451
'NL221','7397
'NL211','8044
'NL213','7645
'NL115','9755
'NL350','3439
'NL213','7642
'NL366','3045
'NL366','3021
'NL411','4754
'NL126','8435
'NL350','3434
'NL422','6077
'NL328','1843
'NL211','7786
'NL411','4751
'NL32B','1472
'NL221','7396
'NL328','1847
'NL115','9362
'NL133','8437
'NL328','1844
'NL221','7395
'NL211','8041
'NL133','8439
'NL226','6846
'NL350','3953
'NL414','5524
'NL230','1318
'NL421','6591
'NL414','5666
'NL421','5915
'NL226','6842
'NL128','8582
'NL414','5664
'NL127','8832
'NL350','3951
'NL361','2243
'NL364','4206
'NL416','5271
'NL226','6843
'NL414','5521
'NL323','1991
'NL414','5667
'NL361','2244
'NL421','6595
'NL364','4208
'NL32A','2102
'NL226','6844
'NL127','8833
'NL226','6845
'NL128','8561
'NL127','8811
'NL226','6988
'NL416','5272
'NL414','5663
'NL32B','1069
'NL421','5912
'NL230','1319
'NL364','4201
'NL364','4204
'NL414','5665
'NL364','4202
'NL127','8831
'NL364','4205
'NL32A','1991
'NL361','2242
'NL361','2241
'NL414','5662
'NL226','6841
'NL421','5916
'NL128','8583
'NL32B','1068
'NL421','5914
'NL362','2636
'NL127','8834
'NL226','6987
'NL361','2245
'NL128','8584
'NL128','8581
'NL421','6596
'NL364','4203
'NL363','2381
'NL32B','1062
'NL361','2631
'NL230','1312
'NL115','9367
'NL230','1314
'NL230','1317
'NL32B','1067
'NL361','2632
'NL226','6983
'NL230','1316
'NL32B','1066
'NL230','1313
'NL126','9221
'NL342','4341
'NL226','6982
'NL126','9222
'NL226','6984
'NL363','2382
'NL366','3029
'NL421','5911
'NL115','9619
'NL362','2635
'NL421','5913
'NL32B','1065
'NL230','1315
'NL32B','1458
'NL115','9618
'NL414','5661
'NL226','6986
'NL328','1458
'NL325','1458
'NL226','6981
'NL225','7233
'NL350','3818
'NL211','8031
'NL131','9492
'NL115','9742
'NL366','3172
'NL221','6708
'NL328','1852
'NL350','3815
'NL423','6312
'NL115','9881
'NL366','3032
'NL350','3817
'NL221','8172
'NL115','9741
'NL366','3171
'NL211','7779
'NL366','3031
'NL350','3816
'NL328','1831
'NL221','7382
'NL342','4491
'NL213','7634
'NL422','6065
'NL127','8816
'NL131','9491
'NL350','3421
'NL221','7384
'NL128','8566
'NL350','3565
'NL211','7773
'NL115','9883
'NL211','7775
'NL328','1832
'NL221','6709
'NL422','6063
'NL328','1853
'NL126','8421
'NL128','8567
'NL350','3812
'NL411','4881
'NL221','8171
'NL350','3958
'NL221','7381
'NL115','9885
'NL221','7383
'NL126','8425
'NL422','6067
'NL115','9882
'NL350','3566
'NL411','4882
'NL115','9886
'NL211','7778
'NL411','4885
'NL414','5529
'NL350','3814
'NL411','4884
'NL350','3564
'NL328','1834
'NL131','9493
'NL211','7777
'NL126','8424
'NL221','6707
'NL126','8422
'NL115','9743
'NL213','7631
'NL423','6311
'NL211','7776
'NL422','6061
'NL126','8423
'NL115','9884
'NL350','3819
'NL211','8032
'NL350','3562
'NL221','6705
'NL221','6701
'NL423','6451
'NL32A','2104
'NL415','5131
'NL328','1851
'NL414','5528
'NL32A','2105
'NL350','3813
'NL350','3563
'NL211','7771
'NL350','3956
'NL221','6706
'NL414','5525
'NL127','8813
'NL416','5275
'NL221','6703
'NL211','7772
'NL364','4207
'NL128','8563
'NL127','8814
'NL364','4209
'NL32A','2106
'NL128','8564
'NL423','6456
'NL414','5527
'NL32A','2101
'NL32A','2103
'NL421','6599
'NL221','6704
'NL350','3811
'NL350','3561
'NL415','5133
'NL221','6702
'NL128','8565
'NL323','1992
'NL127','8812
'NL350','3959
'NL421','6598
'NL423','6454
'NL342','4335
'NL363','2371
'NL32B','1056
'NL32B','1445
'NL115','9605
'NL411','4724
'NL366','3016
'NL350','3405
'NL362','3155
'NL32B','1447
'NL115','9607
'NL411','4726
'NL32B','1051
'NL32B','1054
'NL342','4332
'NL115','9359
'NL32B','1053
'NL115','9609
'NL342','4474
'NL221','7364
'NL213','7614
'NL422','6049
'NL115','9602
'NL32B','1446
'NL126','9212
'NL411','4721
'NL342','4471
'NL366','3015
'NL115','9354
'NL115','9356
'NL342','4331
'NL225','7224
'NL362','2622
'NL225','6971
'NL414','5651
'NL366','2761
'NL32B','1448
'NL32B','1055
'NL342','4475
'NL126','9216
'NL32B','1057
'NL32B','1052
'NL115','9606
'NL411','4725
'NL342','4333
'NL225','7221
'NL115','9608
'NL126','9211
'NL225','7223
'NL411','4727
'NL115','9355
'NL213','7615
'NL126','9213
'NL225','7225
'NL32B','1442
'NL411','4744
'NL131','9494
'NL342','4493
'NL213','7636
'NL131','9497
'NL115','9351
'NL32B','1441
'NL366','3012
'NL126','8428
'NL213','7635
'NL350','3404
'NL366','3011
'NL32B','1191
'NL131','9496
'NL32B','1444
'NL115','9746
'NL115','9744
'NL422','6045
'NL115','9601
'NL211','8035
'NL366','3176
'NL411','4741
'NL126','8427
'NL366','3013
'NL211','8033
'NL366','3014
'NL350','3403
'NL32B','1443
'NL211','8034
'NL422','6044
'NL115','9603
'NL126','8426
'NL411','4722
'NL131','9749
'NL350','3425
'NL131','9495
'NL342','4494
'NL350','1191
'NL115','9747
'NL342','4472
'NL115','9745
'NL423','6301
'NL422','6051
'NL423','6447
'NL226','6834
'NL350','3945
'NL414','5658
'NL423','6441
'NL416','5261
'NL363','2236
'NL415','5121
'NL127','8801
'NL128','8551
'NL414','5513
'NL423','6444
'NL127','8802
'NL415','5122
'NL411','4871
'NL350','3551
'NL350','3554
'NL323','1981
'NL414','5511
'NL423','6191
'NL128','8556
'NL132','7764
'NL416','5263
'NL226','6835
'NL423','6443
'NL350','3941
'NL416','5262
'NL127','8806
'NL328','1842
'NL421','6587
'NL423','6442
'NL132','7761
'NL350','3947
'NL414','5512
'NL323','1985
'NL127','8804
'NL128','8554
'NL416','5268
'NL421','6584
'NL416','5266
'NL350','3553
'NL423','6446
'NL350','3555
'NL415','5126
'NL363','2235
'NL226','6836
'NL127','9871
'NL416','5264
'NL128','8552
'NL421','6586
'NL423','6445
'NL350','3552
'NL415','5125
'NL128','8553
'NL328','1841
'NL127','8805
'NL127','9872
'NL411','5121
'NL421','6585
'NL225','6975
'NL32B','1059
'NL126','9218
'NL362','2624
'NL226','6581
'NL362','2627
'NL342','4336
'NL414','5653
'NL362','2628
'NL128','8821
'NL230','1309
'NL342','4337
'NL414','5652
'NL128','8571
'NL226','6833
'NL126','9215
'NL362','2623
'NL363','2232
'NL414','5657
'NL225','7227
'NL363','2375
'NL32B','1058
'NL226','6831
'NL342','4334
'NL414','5655
'NL363','2231
'NL225','6974
'NL362','2625
'NL362','2626
'NL363','2376
'NL126','9217
'NL363','2377
'NL342','4339
'NL414','5654
'NL226','6582
'NL226','6832
'NL126','9214
'NL32B','2377
'NL225','7226
'NL126','9219
'NL363','2374
'NL362','2629
'NL342','4338
'NL414','5656
'NL211','8026
'NL115','9737
'NL416','5446
'NL423','6371
'NL411','4876
'NL365','2807
'NL131','9481
'NL213','7623
'NL115','9734
'NL365','2805
'NL211','8023
'NL363','2163
'NL131','9483
'NL221','3871
'NL32B','2165
'NL350','4125
'NL115','9736
'NL211','8025
'NL365','2415
'NL350','4126
'NL224','6621
'NL115','9731
'NL365','2809
'NL131','9485
'NL211','8024
'NL416','5445
'NL350','3415
'NL411','4879
'NL211','8022
'NL211','8021
'NL342','4481
'NL365','2803
'NL363','2161
'NL115','9732
'NL411','4731
'NL365','2411
'NL342','4482
'NL350','4124
'NL361','2553
'NL221','8166
'NL416','5443
'NL131','9342
'NL350','4128
'NL411','4877
'NL363','2162
'NL115','9733
'NL131','9341
'NL131','9488
'NL32A','2022
'NL365','2806
'NL32A','2021
'NL115','9738
'NL213','7622
'NL366','3165
'NL115','9735
'NL127','9091
'NL411','4878
'NL423','6372
'NL350','3411
'NL131','9484
'NL365','2412
'NL131','9486
'NL365','2808
'NL366','3161
'NL131','9487
'NL221','8167
'NL126','8415
'NL361','2555
'NL411','4872
'NL221','8162
'NL221','8161
'NL365','2802
'NL361','2552
'NL126','8411
'NL221','7371
'NL126','8414
'NL213','7621
'NL132','7765
'NL365','2801
'NL350','3413
'NL415','5124
'NL411','4873
'NL126','8412
'NL361','2551
'NL411','4874
'NL365','2804
'NL132','7766
'NL423','6199
'NL361','2554
'NL423','6305
'NL131','9482
'NL366','3162
'NL127','8807
'NL126','8413
'NL127','8809
'NL127','8808
'NL411','4875
'NL127','9873
'NL350','3412
'NL213','7556
'NL366','3202
'NL127','8933
'NL327','1382
'NL364','3341
'NL321','1777
'NL133','7944
'NL327','1381
'NL350','3737
'NL126','9207
'NL213','7551
'NL350','3739
'NL364','3343
'NL327','1384
'NL411','4661
'NL321','1778
'NL321','1634
'NL321','1779
'NL321','1633
'NL364','2951
'NL411','4911
'NL364','2953
'NL126','9205
'NL32A','2026
'NL321','1775
'NL224','5305
'NL133','7942
'NL350','3734
'NL423','6231
'NL224','6627
'NL213','7553
'NL126','9204
'NL211','7946
'NL321','1631
'NL327','1383
'NL350','3738
'NL224','5307
'NL224','6629
'NL213','7552
'NL364','3342
'NL423','6235
'NL133','7948
'NL415','5057
'NL213','7554
'NL364','2952
'NL133','7949
'NL225','7161
'NL415','5059
'NL321','1774
'NL211','7696
'NL213','7557
'NL415','5056
'NL127','8931
'NL411','4664
'NL364','2954
'NL423','6237
'NL364','3344
'NL126','9203
'NL211','7695
'NL224','5306
'NL224','5308
'NL126','9206
'NL350','3481
'NL126','9201
'NL415','5051
'NL350','3731
'NL321','1771
'NL423','6373
'NL211','8028
'NL224','5301
'NL211','7692
'NL415','5053
'NL126','9202
'NL350','3732
'NL211','7694
'NL416','5447
'NL133','7941
'NL415','5052
'NL32A','2024
'NL32A','2025
'NL423','6374
'NL416','5449
'NL32A','2023
'NL224','6626
'NL224','5302
'NL133','7943
'NL224','6624
'NL211','7691
'NL213','7694
'NL131','9343
'NL224','6628
'NL211','7693
'NL131','9489
'NL350','3735
'NL321','1773
'NL211','8151
'NL362','2291
'NL126','8401
'NL341','4527
'NL350','4131
'NL361','2541
'NL212','7415
'NL366','3208
'NL421','5988
'NL361','2563
'NL327','1222
'NL364','2959
'NL361','2562
'NL421','5987
'NL366','3207
'NL414','5591
'NL212','7419
'NL327','1221
'NL362','2684
'NL211','8152
'NL327','1223
'NL321','1619
'NL341','4528
'NL416','5843
'NL350','4132
'NL341','4522
'NL362','2292
'NL366','3209
'NL361','2542
'NL366','3205
'NL341','4524
'NL127','8935
'NL212','7417
'NL115','9861
'NL415','4273
'NL128','8542
'NL321','1616
'NL341','4525
'NL365','2935
'NL212','7416
'NL366','3204
'NL225','7021
'NL321','1617
'NL212','7418
'NL211','8293
'NL421','5984
'NL362','2685
'NL115','9862
'NL416','5844
'NL127','8939
'NL127','8938
'NL416','5841
'NL327','1244
'NL211','8294
'NL115','9863
'NL225','7025
'NL213','7559
'NL212','7413
'NL127','8936
'NL421','5985
'NL327','1241
'NL212','7412
'NL212','7411
'NL366','3203
'NL415','4271
'NL212','7414
'NL341','4521
'NL364','2957
'NL127','8937
'NL365','2811
'NL213','7558
'NL366','3206
'NL361','2561
'NL213','7555
'NL127','8932
'NL328','1636
'NL421','5981
'NL366','3201
'NL127','8934
'NL225','7165
'NL421','5986
'NL327','1243
'NL211','8291
'NL128','8541
'NL365','2406
'NL225','7009
'NL115','9727
'NL211','8016
'NL416','5431
'NL224','4111
'NL126','8407
'NL211','8011
'NL361','2548
'NL115','9722
'NL32B','2151
'NL365','2401
'NL341','4507
'NL416','5825
'NL115','9725
'NL211','8014
'NL221','3862
'NL225','7006
'NL365','2404
'NL221','3861
'NL365','2403
'NL416','5432
'NL115','9728
'NL32B','2153
'NL131','9331
'NL211','8012
'NL226','6611
'NL423','6361
'NL127','9082
'NL224','4116
'NL127','9081
'NL361','2547
'NL32B','2154
